id;wkt_geom;name;status;lat;lon
1;Polygon ((36.81419913918636411 56.35754504910012486, 36.81418053690105552 56.35719262041607891, 36.81411218501720128 56.35684208837275833, 36.81399450629290726 56.35649561403882046, 36.81382822754085993 56.3561553334086156, 36.81361437511574763 56.35582334423634876, 36.81335426855699922 56.3555016931075059, 36.81304951242717749 56.3551923628267275, 36.81270198639671065 56.35489726020016121, 36.8123138336366722 56.35461820428716351, 36.81188744759172238 56.35435691519370494, 36.81142545721500881 56.3541150034764442, 36.81093071075635947 56.35389396022230812, 36.81040625820371304 56.35369514786484757, 36.80985533248600206 56.35351979179351645, 36.80928132955332899 56.35336897280744495, 36.80868778745674774 56.35324362046008417, 36.80807836455642956 56.35314450733545755, 36.80745681699179528 56.35307224429126194, 36.80682697555214133 56.35302727669770917, 36.80619272208959103 56.35300988169559133, 36.80555796561873905 56.35302016649013979, 36.80492661825012846 56.35305806769083148, 36.80430257110454306 56.35312335170197429, 36.80368967035610694 56.35321561616090946, 36.8030916935508472 56.35333429241539704, 36.80251232634633851 56.3534786490248365, 36.80195513981454525 56.3536477962640916, 36.80142356844771712 56.35384069160198095, 36.80092088900196501 56.35405614612093927, 36.80045020030870973 56.35429283183865579, 36.80001440417814251 56.35454928988649925, 36.79961618751204355 56.35482393949450142, 36.79925800573640515 56.35511508772823674, 36.79894206765577991 56.35542093991695367, 36.79867032182311704 56.35573961070967641, 36.79844444450936436 56.35606913569092313, 36.79826582934728663 56.35640748348465934, 36.79813557871408847 56.35675256827209267, 36.79805449690648089 56.35710226264639289, 36.79802308515089493 56.35745441072497641, 36.79804153848056103 56.35780684143881558, 36.79810974449931393 56.35815738191676161, 36.79822728404073473 56.35850387088245128, 36.79839343371923377 56.35884417198130336, 36.79860717035839457 56.35917618695503961, 36.7988671772698126 56.35949786858290622, 36.79917185234456412 56.35980723330923325, 36.7995193179080502 56.36010237347976215, 36.79990743227811834 56.36038146911064217, 36.80033380295539303 56.36064279911791175, 36.80079580136513329 56.36088475193751179, 36.80129057905968892 56.3611058354704042, 36.80181508528202272 56.36130468629126256, 36.80236608578165658 56.36148007806352922, 36.80294018276710233 56.36163092910900474, 36.80353383587143412 56.36175630908482503, 36.80414338400110097 56.36185544472665754, 36.8047650679330971 56.3619277246223831, 36.80539505352031426 56.3619727029867974, 36.80602945536126924 56.36199010241390539, 36.80666436078777792 56.36197981558958503, 36.80729585402148274 56.36194190595428211, 36.80792004034996978 56.36187660731136617, 36.80853307017195419 56.36178432238379798, 36.80913116276314412 56.36166562032785521, 36.8097106296149974 56.3615212332193849, 36.81026789720184667 56.36135205153455274, 36.81079952903565555 56.36115911865271499, 36.81130224687137087 56.36094362441588146, 36.81177295093230128 56.36070689778431841, 36.81220873902984181 56.36045039863418538, 36.81260692446002025 56.36017570874739846, 36.81296505256597129 56.35988452205026533, 36.81328091586467366 56.35957863416061997, 36.81355256764454964 56.359259931308479, 36.81377833395057309 56.35893037869877986, 36.81395682388330215 56.35859200838783778, 36.81408693814913846 56.35824690674890292, 36.8141678758091615 56.35789720160374117, 36.81419913918636411 56.35754504910012486));Алексинский карьер;Действует;56°21′27″;36°48′22″
2;Polygon ((36.37157400522283979 55.75979563264260008, 36.37155963801211556 55.75944312523556334, 36.37149626640898248 55.75909234006738302, 36.37138428242054999 55.75874543977592168, 36.3712243777091615 55.75840456299130921, 36.37101753929738379 55.75807181115359157, 36.37076504345425576 55.75774923556111418, 36.37046844780094546 55.757438824729185, 36.37012958168548238 55.75714249213682194, 36.36975053488595933 55.75686206443717907, 36.36933364471272512 55.75659927020381446, 36.36888148158922007 55.75635572928222672, 36.36839683320066996 55.75613294281205867, 36.36788268730820306 55.75593228398125945, 36.367342213334787 55.75575498956882114, 36.36677874283590484 55.75560215232827233, 36.36619574897525808 55.75547471425844037, 36.36559682513183134 55.75537346080304957, 36.36498566276937083 55.75529901601434801, 36.36436602870444545 55.75525183871085488, 36.36374174191227837 55.75523221965236331, 36.36311665001295523 55.7552402797500477, 36.36249460558190805 55.7552759693219997, 36.36187944243011572 55.75533906839927312, 36.36127495199932014 55.7554291880805053, 36.36068486001719435 55.75554577292637504, 36.36011280355549502 55.75568810437971479, 36.35956230863180849 55.75585530519018107, 36.35903676849282107 55.75604634481593536, 36.3585394227118428 55.75626004576997019, 36.35807333722957679 55.75649509087115518, 36.35764138546042545 55.75675003135665975, 36.35724623058077043 55.75702329580466454, 36.35689030910850761 55.7573131998138507, 36.35657581587468457 55.75761795637901486, 36.35630469048052049 55.75793568690028934, 36.3560786053230629 55.75826443275700939, 36.3558989552643439 55.75860216737621045, 36.35576684900750877 55.75894680872078624, 36.35568310223436583 55.75929623212081054, 36.35564823254664191 55.75964828336891088, 36.35566245624358572 55.76000079199912562, 36.35572568695587847 55.76035158466734032, 36.35583753614557168 55.76069849855101523, 36.35599731546955837 55.76103939468536907, 36.35620404099268654 55.76137217115388722, 36.35645643922565995 55.7616947760517121, 36.35675295495073556 55.76200522014198668, 36.3570917607880304 55.762301589126686, 36.3574707684436973 55.76258205545662605, 36.35788764157120312 55.76284488960703101, 36.35833981016685357 55.76308847074949426, 36.35882448641068976 55.76331129675400433, 36.35933868185566098 55.76351199345914722, 36.35987922585870535 55.76368932315332927, 36.36044278513995209 55.76384219221432659, 36.36102588434955862 55.76396965785970394, 36.36162492751452646 55.76407093396677794, 36.36223622023299384 55.76414539592553155, 36.36285599247862876 55.76419258449466554, 36.36348042187372442 55.7642122086369767, 36.36410565728682798 55.76420414731612851, 36.3647278426087297 55.76416845024416347, 36.36534314055926131 55.76410533757464805, 36.36594775637748 55.76401519854369582, 36.3665379612482127 55.76389858906702557, 36.36711011532010218 55.76375622830830991, 36.36766069017198788 55.76358899423954085, 36.36818629058915775 55.76339791822140768, 36.36868367551399928 55.76318417863709698, 36.36914977804197946 55.76294909361885743, 36.3695817243389925 55.76269411291249867, 36.36997685136336145 55.76242080893014474, 36.37033272328309152 55.76213086704664335, 36.37064714648727914 55.7618260751996786, 36.37091818309910707 55.76150831285799825, 36.37114416290759067 55.76117953942574701, 36.37132369364477569 55.76084178215486276, 36.37145566954558262 55.76049712364022071, 36.37153927813805154 55.76014768897454843, 36.37157400522283979 55.75979563264260008, 36.37157400522283979 55.75979563264260008));Аннино;Рекультивируется;55°45′35″;36°21′49″
3;Polygon ((38.95167234904156572 54.8587961329286955, 38.95163570702033695 54.85844412991036023, 38.95155130486850936 54.85809487040631183, 38.95141966415500434 54.8577505076122165, 38.9512415976197488 54.8574131644814571, 38.95101820413510296 54.85708492064034658, 38.95075086190551161 54.85676779957162807, 38.95044121994796882 54.85646375614511783, 38.95009118790657254 54.85617466457248526, 38.94970292426420144 54.8559023068597682, 38.94927882302440025 54.85564836182919635, 38.94882149894599621 54.85541439477731984, 38.94833377142132491 54.85520184783330677, 38.94781864709786845 54.85501203107652657, 38.94727930134994409 54.85484611446779013, 38.94671905871472006 54.8547051206443399, 38.94614137241283203 54.85458991862183353, 38.94554980307933079 54.85450121844328208, 38.94494799683554476 54.85443956680645528, 38.94433966283677506 54.85440534369759291, 38.94372855043301485 54.85439876005145265, 38.94311842608334473 54.85441985645238105, 38.94251305016527454 54.85446850288425225, 38.94191615382130323 54.8545443995308446, 38.94133141598477721 54.85464707862164602, 38.94076244072587656 54.85477590731206732, 38.94021273505676106 54.85493009157987387, 38.93968568733203028 54.85510868111467175, 38.93918454637726256 54.85531057516963216, 38.93871240147355905 54.85553452934038887, 38.93827216332156382 54.85577916322851877, 38.93786654610156717 54.85604296894378251, 38.9374980507406363 54.85632432039176365, 38.937168949489525 54.85662148329051746, 38.9368812719047952 54.8569326258546397, 38.93663679232273722 54.85725583008078843, 38.93643701890248821 54.85758910356563689, 38.93628318430658908 54.85793039178334141, 38.93617623807682548 54.85827759074698662, 38.93611684075276003 54.85862855997629595, 38.93610535977038012 54.8589811356915078, 38.93614186716625625 54.85933314415223805, 38.93622613910270047 54.85968241505914733, 38.93635765721717945 54.8600267949358269, 38.9365356117885284 54.86036416040824548, 38.93675890670128581 54.86069243130000928, 38.93702616617820667 54.86100958346224843, 38.93733574323996294 54.86131366125950137, 38.93768572984033938 54.8616027896338494, 38.93807396861541292 54.86187518567303556, 38.93849806617394194 54.86212916961110153, 38.93895540784777154 54.86236317519345107, 38.93944317381125586 54.86257575934220654, 38.93995835647046988 54.86276561106190286, 38.94049777901464893 54.86293155953073608, 38.94105811501565029 54.86307258132708142, 38.94163590895387017 54.86318780674641005, 38.94222759754389074 54.86327652516962416, 38.94282953172788098 54.86333818944973473, 38.94343799920024907 54.86337241928917052, 38.94404924732442907 54.8633790035874469, 38.94465950629944473 54.86335790174413773, 38.94526501243289118 54.86330924390939145, 38.94586203137589564 54.86323333018022197, 38.94644688117634246 54.86313062874774005, 38.94701595500712443 54.8630017730066939, 38.94756574342888911 54.8628475576453738, 38.94809285604942062 54.86266893373981901, 38.94859404244520817 54.86246700288310763, 38.94906621221619503 54.86224301038592444, 38.94950645404946243 54.86199833759030753, 38.94991205367404064 54.86173449334454943, 38.95028051059613006 54.86145310469181879, 38.95060955351149801 54.86115590683017729, 38.95089715429997312 54.86084473240594406, 38.95114154051624666 54.86052150020690732, 38.95134120630017804 54.86018820332522949, 38.95149492163953653 54.8598468968628552, 38.95160173992910302 54.85949968525592624, 38.95166100377957719 54.85914870929604348, 38.95167234904156572 54.8587961329286955));Астапово;Действует;54°51′32″;38°56′38″
4;Polygon ((38.63295661492202271 55.72881580923228029, 38.6329218920588815 55.72846375200032298, 38.63283832967751863 55.7281143173589939, 38.63270644424055433 55.72776965958522055, 38.63252705006625831 55.72743190345065045, 38.63230125427836725 55.72710313112537506, 38.63203044995334778 55.72678536934604665, 38.6317163075076877 55.72648057692646262, 38.63136076437908173 55.72619063268805206, 38.63096601306567379 55.72591732388445962, 38.6305344875972807 55.72566233519099654, 38.63006884852256917 55.72542723832703615, 38.62957196650452829 55.72521348237513195, 38.62904690462590196 55.72502238485564874, 38.62849689951301002 55.72485512361299698, 38.62792534139456535 55.72471272956173038, 38.62733575321795598 55.72459608033840794, 38.62673176895116001 55.72450589489717032, 38.62611711120370472 55.7244427290827673, 38.62549556830401087 55.72440697220807237, 38.6248709709735607 55.72439884465681814, 38.62424716874120634 55.72441839652658757, 38.62362800624203629 55.72446550732026793, 38.62301729954624818 55.72453988668774372, 38.62241881266314181 55.72464107621352269, 38.62183623436427382 55.72476845223908271, 38.62127315546801043 55.72492122970281514, 38.62073304672485818 55.72509846697393954, 38.62021923743922969 55.725299071650781, 38.61973489495915857 55.72552180728771987, 38.61928300515965873 55.72576530100978687, 38.61886635404031409 55.72602805196788722, 38.61848751054980511 55.72630844058290478, 38.61814881074376871 55.72660473852189256, 38.61785234337332895 55.72691511934507247, 38.61759993699366333 55.72723766975817483, 38.61739314867217132 55.72757040140094631, 38.61723325436670962 55.72791126309943621, 38.61712124103312505 55.72825815350653755, 38.6170578005120575 55.72860893405316318, 38.61704332523291328 55.72896144213000014, 38.61707790576246424 55.72931350441917431, 38.61716133021391784 55.72966295029298323, 38.61729308552094864 55.73000762519792062, 38.61747236056954335 55.73034540394054659, 38.6176980511691923 55.73067420379403814, 38.61796876683352764 55.73099199734397047, 38.61828283932921835 55.73129682499421733, 38.6186383329409324 55.73158680705581247, 38.6190330563898101 55.73186015534380999, 38.61946457633212759 55.73211518421068433, 38.61993023235532974 55.73235032094780195, 38.62042715337905463 55.73256411549090217, 38.62095227536015329 55.73275524936924796, 38.62150236019235905 55.73292254384327293, 38.62207401568399945 55.73306496718006287, 38.62266371649005237 55.73318164102200711, 38.62326782586922747 55.73327184580877258, 38.62388261813130441 55.73333502521919769, 38.62450430163567461 55.73337078960570068, 38.62512904219868659 55.73337891839956626, 38.62575298676465252 55.73335936147258707, 38.62637228719373184 55.73331223944642687, 38.62698312401946055 55.73323784294777283, 38.62758173002827533 55.73313663081393088, 38.62816441351538543 55.7330092272601334, 38.62872758107231874 55.73285641802583257, 38.62926775976545457 55.73267914552405955, 38.62978161856796078 55.73247850302402639, 38.63026598891256924 55.73225572790266824, 38.63071788423813047 55.73201219400719708, 38.63113451840900581 55.73174940317591819, 38.63151332289380235 55.73146897596974725, 38.63185196259736642 55.73117264167184715, 38.63214835024848526 55.73086222761730113, 38.63240065925496225 55.73053964791866832, 38.6326073349469894 55.73020689165729635, 38.63276710414007908 55.72986601061329992, 38.6328789829590562 55.72951910661014097, 38.6329422828754403 55.72916831855171438, 38.63295661492202271 55.72881580923228029, 38.63295661492202271 55.72881580923228029));Быково;Рекультивируется;55°43′44″;38°37′30″
5;Polygon ((38.13279792008748359 54.92329302943942793, 38.13276835824792954 54.92294077688371345, 38.13269090325551502 54.92259094601311631, 38.13256603386221855 54.92224569355786912, 38.13239452108032168 54.92190714796750228, 38.13217742340052041 54.92157739629192292, 38.13191608023995371 54.92125847131890737, 38.13161210366116194 54.92095233904710483, 38.13126736841366693 54.92066088657206535, 38.13088400035984904 54.92038591045918849, 38.13046436335726241 54.92012910567567019, 38.1300110446779712 54.91989205514904882, 38.12952683905555062 54.91967622001695304, 38.12901473145770126 54.91948293062723963, 38.12847787869083049 54.91931337834471805, 38.1279195899498049 54.91916860821401514, 38.12734330643248626 54.91904951252398348, 38.12675258014409962 54.91895682531286838, 38.12615105202204546 54.91889111784850286, 38.12554242951496519 54.9188527951105101, 38.12493046375401207 54.91884209329676025, 38.12431892645609111 54.91885907836881131, 38.12371158670085691 54.91890364564586235, 38.12311218772393318 54.91897552044909503, 38.12252442386848372 54.91907425979292867, 38.12195191783673209 54.91919925511255229, 38.12139819838075994 54.91934973601106407, 38.12086667856977584 54.91952477500338148, 38.12036063476688241 54.91972329322751278, 38.11988318644488061 54.91994406708849397, 38.11943727696483109 54.92018573579405682, 38.11902565543586974 54.92044680973548054, 38.11865085976781131 54.92072567966295793, 38.11831520102093407 54.92102062659813555, 38.11802074914972138 54.92132983242373001, 38.11776932022838338 54.9216513910847155, 38.11756246523745517 54.92198332033235886, 38.11740146048083488 54.92232357393886844, 38.11728729969298968 54.92267005430744575, 38.11722068788554907 54.92302062540031926, 38.11720203697174725 54.92337312590484544, 38.11723146319660316 54.92372538255694536, 38.11730878638930164 54.92407522353957461, 38.11743353104321841 54.92442049187351216, 38.11760492921754206 54.92475905871820885, 38.117821925243625 54.92508883650040019, 38.11808318220736425 54.92540779178952448, 38.11838709016866034 54.92571395784041499, 38.11873177606760521 54.92600544672578167, 38.11911511525691765 54.92628046098371186, 38.11953474458982782 54.92653730470771478, 38.11998807698305569 54.92677439401136752, 38.12047231736540454 54.92699026680230645, 38.12098447991326111 54.92718359180533838, 38.12152140646714571 54.92735317677873752, 38.12207978601530556 54.92749797587292448, 38.12265617512392168 54.92761709608590337, 38.12324701918776526 54.92770980277553861, 38.12384867436941249 54.92777552419442344, 38.1244574300915815 54.92781385501925939, 38.12506953194292691 54.92782455885313908, 38.12568120485553891 54.92780756968468836, 38.12628867641047492 54.92776299229561232, 38.12688820012679969 54.92769110161370349, 38.12747607858980814 54.92759234101554, 38.12804868627530652 54.92746731958929018, 38.12860249192809192 54.92731680837466968, 38.1291340803565717 54.92714173560326429, 38.12964017350800816 54.92694318096879158, 38.1301176506944941 54.92672236896275706, 38.13056356784424139 54.92648066131675222, 38.13097517565925187 54.92621954859825451, 38.13134993656736782 54.92594064101196238, 38.13168554036424496 54.92564565846347335, 38.13197991844845802 54.92533641994699423, 38.13223125656264045 54.92501483232251047, 38.13243800596227118 54.92468287855192699, 38.13259889294344163 54.92434260546689018, 38.13271292667170087 54.92399611114380065, 38.13277940526405985 54.92364553196406263, 38.13279792008748359 54.92329302943942793));Вальцово;Закрыт;54°55′24″;38°07′30″
6;Polygon ((38.67142970699277527 55.03575837799790804, 38.67139533208464286 55.03540629099585146, 38.67131296638549998 55.03505683829331474, 38.67118311892555482 55.03471217428062801, 38.67100659140660213 55.03437442377120448, 38.67078447323088142 55.03404566890520755, 38.67051813475884359 55.03372793631759663, 38.67020921883732854 55.03342318464923721, 38.66985963065191356 55.03313329247832542, 38.66947152596542736 55.03286004674611576, 38.66904729781641947 55.03260513174826229, 38.66858956175909867 55.03237011875930307, 38.66810113973666319 55.03215645635405195, 38.66758504268661056 55.03196546148556223, 38.66704445198600126 55.03179831137421019, 38.66648269985024911 55.03165603625767233, 38.66590324880632323 55.03153951304663138, 38.66530967036634081 55.03144945992472969, 38.66470562303248926 55.03138643192618673, 38.66409482976842327 55.03135081751806013, 38.66348105507518085 55.03134283620821776, 38.66286808181241241 55.03136253719367943, 38.66225968790686096 55.03140979905751351, 38.66165962309122506 55.0314843305162924, 38.66107158581569081 55.03158567221344555, 38.66049920047414901 55.03171319954752505, 38.6599459950843567 55.03186612651812482, 38.65941537955948348 55.03204351056566423, 38.65891062470408457 55.03224425837554179, 38.65843484206366298 55.03246713261104617, 38.65799096475170415 55.03271075953350078, 38.65758172937213288 55.03297363746311532, 38.65720965914837848 55.03325414602846166, 38.6568770483630999 55.03355055614775182, 38.65658594820479976 55.03386104068063389, 38.65633815410830465 55.03418368568518559, 38.65613519466810288 55.03451650221056468, 38.65597832219274466 55.0348574385530469, 38.65586850495948568 55.03520439290012689, 38.65580642121727806 55.03555522628457908, 38.65579245497590932 55.03590777576881266, 38.65582669360778567 55.03625986777861812, 38.65590892727810512 55.03660933150353429, 38.65603865020764829 55.03695401228191741, 38.65621506376097472 55.0372917848874863, 38.65643708134204104 55.03762056663596525, 38.65670333506740519 55.03793833023051008, 38.65701218417692786 55.0382431162667487, 38.65736172513020108 55.0385330453202144, 38.65774980332736277 55.03880632954150087, 38.65817402638219846 55.03906128368721085, 38.65863177886584623 55.0392963355188698, 38.65912023843068823 55.03951003550523779, 38.65963639321478951 55.0397010657678436, 38.66017706041950674 55.03986824821485868, 38.66073890594563522 55.0400105518123155, 38.66131846496659108 55.0401270989483109, 38.66191216331154834 55.04021717085002052, 38.66251633952582978 55.04028021202086762, 38.66312726747234763 55.0403158336694176, 38.66374117933369803 55.0403238161095274, 38.66435428887272963 55.04030411011632395, 38.66496281480710451 55.0402568372300891, 38.66556300415315661 55.04018228900562804, 38.66615115539431002 55.04008092521235085, 38.66672364133051332 55.0399533709957538, 38.66727693146699352 55.03980041301821302, 38.6678076138038449 55.03962299460281571, 38.66831241589139267 55.03942220991037715, 38.66878822502112456 55.03919929718580306, 38.66923210742726269 55.03895563111549194, 38.66964132638048568 55.03869271434316346, 38.67001335906184067 55.03841216819671445, 38.67034591211304928 55.03811572268330821, 38.67063693576724148 55.03780520581478441, 38.67088463647336738 55.03748253232928533, 38.67108748793654627 55.03714969187898731, 38.67124424050692255 55.03680873675667584, 38.67135392885975165 55.03646176923729172, 38.67141587791950741 55.03611092861243037, 38.67142970699277527 55.03575837799790804));Воловичи;Действует;55°02′09″;38°39′49″
7;Polygon ((38.02672429667029519 55.11524420202508168, 38.0266955133573461 55.11489193335086867, 38.02661860095528112 55.11454204499191434, 38.02649403488665314 55.11419669403378663, 38.02632258430932666 55.1138580095338142, 38.02610530734575889 55.11352807939832132, 38.02584354453286863 55.11320893751483396, 38.02553891053373292 55.1129025512183901, 38.02519328416278199 55.112610809169297, 38.02480879678647341 55.11233550971645201, 38.02438781917116728 55.11207834981839682, 38.02393294685997205 55.11184091458959955, 38.02344698416838042 55.11162466753673783, 38.02293292689780202 55.11143094154440547, 38.02239394387341065 55.11126093066620513, 38.02183335741972314 55.11111568277109285, 38.02125462289432534 55.11099609309041369, 38.02066130740512051 55.11090289870519854, 38.02005706784221672 55.11083667400740893, 38.01944562835894459 55.11079782716313957, 38.01883075744035523 55.11078659759934339, 38.01821624469987881 55.11080305452959038, 38.01760587754633036 55.11084709652784142, 38.01700341786445847 55.11091845215286611, 38.0164125788519911 55.11101668161949618, 38.01583700215525852 55.11114117950650382, 38.01528023544363322 55.11129117848428649, 38.01474571056037632 55.11146575403994774, 38.01423672238413332 55.11166383017011583, 38.01375640853078863 55.11188418600730188, 38.01330773002047891 55.11212546333863571, 38.01289345302864575 55.11238617497083681, 38.01251613183364242 55.11266471389057386, 38.01217809306562145 55.11295936316321331, 38.01188142135432457 55.11326830650964581, 38.01162794646411669 55.1135896394962046, 38.01141923199600825 55.113921381268554, 38.01125656572678224 55.11426148675763415, 38.01114095164528806 55.11460785928255035, 38.01107310373541281 55.11495836347292254, 38.01105344154508714 55.11531083843074441, 38.01108208756891571 55.11566311105124782, 38.01115886646174147 55.11601300942028558, 38.01128330608850092 55.11635837620580247, 38.01145464040470046 55.11669708196074424, 38.01167181415065954 55.11702703825538663, 38.01193348933099259 55.11734621055812511, 38.01223805344045559 55.11765263078484622, 38.01258362938548174 55.11794440943985052, 38.01296808704131536 55.11821974727279638, 38.01338905637337007 55.11847694638016293, 38.01384394204254846 55.11871442068194682, 38.01432993940441918 55.11893070570944531, 38.01484405180386972 55.11912446764291218, 38.01538310905826989 55.11929451154382775, 38.01594378701531696 55.11943978873008376, 38.01652262806432958 55.11955940324908454, 38.01711606247440756 55.11965261740822086, 38.01772043042721805 55.11971885632859625, 38.01833200460806239 55.119757711493925, 38.01894701321517545 55.11976894327234788, 38.01956166324478659 55.11975248239581049, 38.02017216390757426 55.11970843038746892, 38.02077475003132889 55.11963705893506216, 38.0213657053049161 55.11953880821347695, 38.02194138521925737 55.1194142841673056, 38.02249823956343988 55.1192642547702647, 38.02303283433639081 55.11908964528430488, 38.02354187293854437 55.11889153254825402, 38.02402221651236403 55.11867113833093867, 38.02447090330589674 55.11842982179033612, 38.02488516693974674 55.11816907108511998, 38.02526245346447098 55.11789049419078168, 38.02560043710361981 55.1175958089769864, 38.02589703458489367 55.11728683260783157, 38.0261504179717349 55.11696547033010773, 38.02635902591624983 55.11663370371944382, 38.0265215732646169 55.11629357845648514, 38.02663705895621149 55.11594719170895473, 38.02670477216850031 55.11559667919753025, 38.02672429667029519 55.11524420202508168, 38.02672429667029519 55.11524420202508168));В 39 квартале Ульяновского лесничества;Закрыт;55°06′55″;38°01′08″
8;Polygon ((37.4205569997177534 56.2075054778786054, 37.42053289791095239 56.20715313760113219, 37.42045927188443954 56.20680293737233058, 37.42033657689388093 56.20645703620620282, 37.42016557065580429 56.2061175665551076, 37.41994730864502827 56.20578662116615476, 37.41968313755859299 56.20546624018350457, 37.41937468698743174 56.20515839857615958, 37.41902385934746178 56.20486499396877633, 37.41863281813299835 56.20458783495002564, 37.41820397456516645 56.20432862993064305, 37.41773997271797469 56.20408897661948089, 37.41724367321408806 56.20387035218247007, 37.41671813559058535 56.2036741041445822, 37.41616659944371293 56.20350144209091781, 37.41559246446839637 56.20335343021790919, 37.41499926951554755 56.20323098078007718, 37.41439067079542014 56.20313484847269336, 37.41377041936147663 56.20306562578502252, 37.41314233801234934 56.20302373935221851, 37.41251029775399672 56.20300944732859705, 37.41187819396628811 56.20302283779824393, 37.41124992242009029 56.20306382823265068, 37.41062935529199507 56.20313216599892314, 37.41002031732373467 56.2032274299151311, 37.40942656227239382 56.20334903284354766, 37.40885174979593586 56.20349622530579126, 37.4082994229157535 56.20366810009745961, 37.40777298619465796 56.20386359787440256, 37.40727568476419407 56.2040815136760159, 37.40681058433042239 56.20432050434565951, 37.40638055228056658 56.204579096802604, 37.4059882400075665 56.20485569711485851, 37.40563606656070306 56.20514860031693871, 37.40532620372379569 56.20545600091259075, 37.40506056261254741 56.20577600399761309, 37.40484078187455452 56.20610663693467046, 37.40466821756480442 56.20644586150809374, 37.40454393475965134 56.20679158648420071, 37.404468700961786 56.20714168049943282, 37.40444298133729006 56.20749398519738094, 37.40446693581515802 56.20784632853361273, 37.40454041806784602 56.20819653816619166, 37.4046629763798677 56.20854245484959932, 37.40483385640017389 56.20888194574935426, 37.40505200576188116 56.20921291759513139, 37.40531608054170221 56.20953332959135196, 37.40562445352010457 56.20984120600533629, 37.40597522419177778 56.21013464835536411, 37.40636623046514586 56.21041184712343863, 37.40679506197944448 56.21067109292005171, 37.40725907495745872 56.21091078703227595, 37.40775540850246728 56.21112945128952276, 37.40828100223914987 56.2113257371863142, 37.40883261518959557 56.21149843420534609, 37.40940684576771247 56.21164647728920727, 37.41000015276856772 56.21176895341488944, 37.41060887722283468 56.21186510722996132, 37.41122926498112378 56.21193434571556935, 37.41185748988802118 56.2119762418475446, 37.41248967740270359 56.21199053723275085, 37.41312192851935237 56.21197714370436671, 37.41375034383938925 56.21193614386617554, 37.4143710476460285 56.21186779058263738, 37.41498021183205225 56.21177250541776971, 37.41557407953247605 56.21165087603250043, 37.41614898831553404 56.21150365255669357, 37.41670139278846818 56.21133174295838586, 37.41722788647787468 56.21113620743879125, 37.41772522284941971 56.21091825188786117, 37.41819033533673178 56.21067922044099419, 37.41862035625575089 56.21042058718297341, 37.41901263448764325 56.2101439470504971, 37.41936475182129129 56.20985100598949913, 37.41967453785462538 56.20954357042850091, 37.4199400833630591 56.20922353613259759, 37.42015975205306688 56.20889287650771848, 37.42033219062867744 56.20855363042660713, 37.42045633710947783 56.20820788965257009, 37.42053142734957305 56.20785778593816673, 37.4205569997177534 56.2075054778786054, 37.4205569997177534 56.2075054778786054));Дмитровский (Икша-2);Закрыт;56°12′27″;37°24′45″
